83.76,191.126,177.102,122.209,133.142,94.254,4.4,217.129,5.107
98.115,174.212,131.174,169.105,45.44,41.48,245.42,94.16,69.16
76.168,65.79,245.205,248.229,89.8,177.238,179.0,98.43,207.120
250.182,237.241,215.242,209.77,224.159,38.191,19.45,174.75,96.242
182.221,245.26,242.155,240.172,104.43,14.10,28.122,106.185,213.187
183.67,186.189,60.118,236.100,170.27,2.123,80.130,132.154,98.204
28.112,32.91,22.150,102.104,111.243,219.198,68.99,250.55,229.202
199.166,120.166,150.144,224.208,85.33,145.245,7.42,69.152,198.154
198.2,199.51,120.120,169.185,67.96,99.36,173.143,116.35,29.141
126.159,230.140,167.102,30.143,171.77,82.75,39.188,232.161,222.243
200.102,170.62,237.6,251.40,15.245,20.124,223.224,40.193,103.56
78.220,92.151,111.72,134.181,252.117,49.250,0.208,186.95,104.41
8.36,43.176,240.173,17.156,151.162,113.43,212.18,143.185,72.117
28.81,13.82,220.46,152.25,22.113,225.2,253.12,114.193,41.120
111.150,180.117,71.70,191.163,57.246,128.227,150.67,254.14,191.78
212.169,108.237,187.183,85.9,134.102,64.164,234.21,42.161,220.67
127.113,103.45,22.52,201.203,234.91,30.86,42.15,6.111,222.143
113.10,175.110,67.181,39.178,247.117,0.37,222.78,41.33,249.173
169.133,114.223,135.241,11.25,74.46,187.155,13.188,90.87,170.1
241.96,249.109,167.146,7.145,173.255,143.223,228.179,49.199,214.202
124.149,99.245,36.2,138.45,147.213,140.29,61.7,119.82,124.149
187.13,78.145,134.82,62.119,178.11,196.161,145.250,149.142,183.133
171.159,115.189,120.39,18.173,42.195,99.204,186.172,68.169,25.57
80.75,207.107,49.230,234.72,206.216,96.131,112.92,92.250,113.230
33.173,111.108,118.20,226.217,253.54,52.170,121.75,61.80,4.6
89.174,200.111,120.48,142.36,63.148,199.241,142.171,38.66,126.235
146.68,30.212,70.16,66.102,251.171,79.145,206.58,95.93,33.107
100.161,160.185,111.0,211.58,191.185,15.197,18.9,154.152,150.246
179.99,94.70,116.130,16.117,164.234,170.225,151.249,9.67,218.83
26.63,232.190,65.216,96.79,255.108,118.172,72.25,25.46,235.126
122.86,119.174,11.73,0.198,89.222,247.133,99.7,221.100,74.228
67.150,7.194,255.50,28.81,48.31,174.114,113.243,239.66,104.60
124.174,195.187,137.221,23.32,194.156,72.228,181.117,30.117,31.32
141.238,61.11,51.118,216.76,188.57,62.16,156.102,59.214,119.166
74.229,35.143,7.142,172.228,19.14,202.122,159.139,107.147,217.33
13.138,31.233,237.237,183.134,216.216,117.35,149.214,18.202,33.4
162.137,2.202,201.243,146.91,11.216,147.122,238.89,227.118,226.223
188.140,33.111,77.136,173.197,56.189,138.182,95.158,85.201,58.85
8.61,26.180,109.91,56.181,243.142,40.181,207.24,51.241,70.231
151.104,115.37,226.230,58.71,28.34,184.117,33.148,30.181,7.224
78.99,106.173,158.123,182.92,89.18,195.177,249.69,120.110,148.187
253.195,185.194,167.201,69.60,28.236,250.144,138.192,243.211,197.42
173.181,207.158,194.154,222.131,31.44,55.117,177.74,106.151,47.89
250.52,230.121,214.253,59.31,237.235,138.153,230.92,116.108,65.189
114.199,11.130,173.139,206.30,135.39,57.48,87.119,15.207,95.152
23.59,118.241,202.23,51.235,225.120,16.245,246.74,63.98,176.206
228.119,138.233,204.237,153.252,208.58,29.223,122.15,63.99,54.44
220.166,194.250,104.230,195.185,242.93,220.26,164.184,13.175,196.36
60.66,72.0,164.32,65.147,167.49,78.112,129.64,88.255,221.121
141.34,203.2,146.137,3.215,153.98,19.216,24.194,254.33,4.42
144.40,104.187,14.244,174.228,234.207,48.208,126.159,64.215,190.188
87.199,3.88,64.244,30.121,175.137,30.187,245.224,85.225,248.151
252.109,42.209,201.91,7.203,44.22,109.38,207.47,161.134,91.219
188.188,195.181,60.124,18.227,223.128,19.102,117.81,212.99,69.122
190.54,248.151,223.237,233.103,68.202,109.25,203.139,17.1,64.229
64.184,77.165,198.198,242.14,66.123,186.106,76.106,200.243,118.198
187.44,121.229,149.17,206.122,191.137,214.242,37.153,11.69,42.76
120.32,233.108,250.110,244.245,90.67,49.238,23.98,122.3,27.9
163.194,232.57,158.148,100.214,196.148,15.154,58.50,1.170,89.166
126.42,25.129,65.15,34.254,123.88,138.116,112.174,56.180,79.27
234.86,182.7,255.190,46.201,233.243,96.160,64.199,223.135,118.72
58.194,46.60,234.177,133.154,248.113,57.17,65.82,50.250,5.177
148.110,61.223,104.29,103.82,60.191,159.193,2.13,15.16,130.88
14.61,189.37,1.242,206.148,208.43,115.158,128.221,149.59,88.111
178.179,183.171,218.236,114.145,59.167,179.98,246.41,230.150,137.198
188.188,91.237,162.34,248.223,67.23,42.235,114.23,32.61,174.177
160.17,117.219,13.192,31.67,206.109,192.239,57.119,20.73,204.251
74.200,56.2,90.158,155.195,171.123,246.93,120.26,186.113,87.7
21.150,26.241,75.64,212.239,177.56,123.168,7.128,107.235,97.135
228.112,25.214,106.15,109.228,164.25,21.227,128.209,123.164,205.219
147.109,45.176,125.179,233.161,241.221,232.22,58.111,138.1,145.21
187.240,158.242,125.178,219.178,49.94,131.112,147.171,145.161,203.91
197.186,148.27,91.126,28.252,23.131,108.202,180.2,111.64,66.164
62.77,83.219,156.227,85.14,50.54,134.105,118.190,23.113,51.187
58.183,185.138,148.45,236.40,37.106,192.162,113.200,155.19,106.218
198.195,173.120,200.6,153.155,142.42,146.214,27.243,37.85,123.126
26.178,20.205,121.241,23.156,221.15,95.30,201.211,91.176,43.221
9.181,0.189,200.183,231.85,106.72,136.44,68.30,46.238,0.130
200.45,109.92,145.13,27.109,62.79,189.64,164.200,79.176,84.126
88.189,6.152,47.243,170.165,200.124,107.246,14.161,246.90,165.71
202.170,200.175,213.145,181.174,183.13,171.59,140.2,54.220,205.116
70.168,175.168,75.177,136.29,108.229,131.136,13.200,207.100,234.202
227.166,98.121,37.177,113.225,69.142,66.184,236.233,48.71,209.79
222.198,219.39,132.51,81.245,189.169,18.211,127.195,184.50,63.129
84.233,129.187,160.227,34.38,163.69,113.54,34.13,106.97,160.132
190.188,42.232,41.16,196.241,43.0,10.155,173.181,50.203,110.32
186.75,223.103,241.74,8.252,27.219,194.54,219.187,166.160,158.10
110.135,48.62,11.200,255.249,245.169,120.197,83.103,92.59,208.115
51.242,239.105,227.236,21.182,204.178,225.238,221.124,64.232,4.153
15.232,46.244,83.113,82.111,247.211,65.223,57.52,45.207,216.51
156.224,145.220,199.75,224.83,80.192,47.177,222.109,38.99,76.255
192.157,81.93,206.24,234.117,26.19,19.171,60.3,220.121,213.63
240.187,21.2,237.35,179.172,35.156,13.205,149.19,248.164,209.108
117.115,134.35,241.219,79.61,178.186,57.144,247.118,100.175,87.81
42.160,117.66,213.171,165.18,35.52,160.254,82.159,214.85,246.248
158.7,207.51,161.164,148.192,172.5,15.126,207.168,217.241,118.240
113.119,156.184,230.214,80.14,239.135,205.214,220.128,177.168,193.49
180.65,194.135,176.104,178.111,139.138,249.96,6.133,142.111,147.191
245.154,39.39,133.169,84.225,230.29,30.238,13.185,212.145,9.51
229.65,169.13,41.53,151.130,220.153,151.77,64.127,206.175,104.116
154.160,99.161,250.107,205.87,17.38,247.187,44.45,157.77,172.195
29.173,253.134,183.117,29.184,252.68,119.134,141.58,233.67,249.165
122.15,96.218,167.160,87.143,136.113,198.163,4.61,206.38,246.148
119.65,87.98,123.227,66.196,50.216,3.163,58.212,10.129,22.43
24.85,80.130,164.205,78.158,151.124,221.56,45.72,144.123,65.78
15.170,112.126,224.252,14.234,243.180,11.22,49.125,135.140,242.222
97.233,59.223,118.222,163.247,168.160,255.166,235.112,9.114,209.104
209.44,233.154,134.102,166.51,212.35,223.103,104.199,146.253,59.190
166.64,152.214,38.49,121.160,233.129,211.132,124.114,181.55,25.210
207.182,161.18,187.101,12.137,157.213,10.74,245.116,60.33,182.6
85.160,243.187,129.0,144.25,27.196,114.33,137.191,139.101,236.234
124.144,0.38,251.65,239.131,250.38,49.252,139.255,50.39,146.120
161.226,214.80,178.229,210.114,72.12,101.117,193.185,105.247,44.89
142.28,95.52,63.131,241.211,69.197,156.61,229.119,64.74,191.179
33.57,172.246,191.86,116.49,59.154,232.40,233.224,222.108,59.152
247.20,146.21,142.203,53.31,59.230,122.143,104.141,213.98,161.66
132.222,181.140,236.135,151.123,50.153,23.240,223.255,40.137,197.54
227.90,65.244,9.28,230.31,188.177,96.254,156.56,123.230,135.29
46.238,117.102,41.11,213.105,250.126,87.236,252.199,193.149,143.15
65.39,63.230,131.196,119.55,246.117,33.186,176.227,213.51,10.239
215.117,206.43,201.165,87.93,24.56,254.213,193.184,56.206,56.142
204.140,115.218,149.99,157.100,211.159,245.156,254.83,58.78,87.109
184.168,244.97,32.237,113.35,41.38,107.211,54.85,255.58,16.69
188.101,44.41,74.8,31.89,76.143,193.140,123.51,236.82,36.33
226.161,149.202,61.54,116.99,48.232,2.160,96.41,111.73,131.225
37.4,179.113,138.44,139.110,97.229,87.107,95.139,61.253,10.198
170.107,232.194,156.49,33.74,53.86,16.175,209.118,75.176,166.213
1.186,183.20,53.151,173.45,59.198,7.231,65.113,117.108,184.227
125.226,15.43,170.222,133.12,106.196,169.154,222.25,247.156,252.92
87.48,92.9,213.40,81.242,24.35,77.172,106.237,1.3,201.152
47.44,199.52,157.140,181.122,135.244,244.176,227.40,205.153,220.24
247.6,0.198,113.95,157.99,75.84,219.120,234.232,23.22,213.71
25.74,246.171,221.6,119.235,147.221,255.233,127.192,38.49,14.175
16.12,135.156,158.160,243.35,141.113,209.216,111.137,143.217,212.46
249.232,227.130,163.86,63.252,150.157,101.46,131.253,53.151,7.33
98.228,148.203,118.2,237.88,205.35,170.249,1.164,159.2,31.127
123.49,129.72,251.173,52.126,169.142,209.245,149.14,243.16,39.188
43.175,156.106,154.207,80.182,95.179,36.63,97.36,209.140,29.107
20.130,202.77,153.73,129.37,97.98,179.158,169.197,102.14,129.165
171.113,35.183,182.54,151.250,41.253,177.100,57.222,64.163,158.232
205.239,248.209,54.90,203.79,154.64,31.62,141.1,10.166,50.225
226.250,11.50,222.210,202.204,134.82,102.230,120.202,21.107,19.50
187.39,157.121,170.165,29.178,243.190,172.240,177.111,250.148,200.249
116.248,68.91,251.58,12.49,185.31,36.232,243.254,54.238,114.49
24.0,28.86,253.222,225.207,74.117,185.35,213.98,162.39,91.248
3.208,8.118,248.231,71.103,42.251,32.233,219.196,146.8,224.34
172.50,198.12,116.216,145.74,212.73,112.128,19.22,167.7,20.226
173.18,47.135,116.16,86.188,10.66,65.48,159.252,56.67,114.17
110.251,240.165,71.239,28.58,197.64,206.202,194.146,127.219,81.21
241.52,203.48,7.127,1.105,175.203,212.207,172.187,45.49,143.94
81.226,115.109,235.112,201.17,127.36,224.21,244.74,80.169,123.11
85.68,204.219,158.223,64.133,131.12,174.224,179.137,180.16,248.240
220.55,167.146,45.51,65.112,114.241,167.78,217.99,72.187,135.84
201.163,216.20,230.5,100.5,27.14,173.32,48.244,180.212,99.59
36.254,142.100,86.161,23.161,23.137,182.217,150.4,90.171,77.204
168.249,83.12,107.41,108.119,178.150,236.252,89.246,138.76,173.228
26.125,69.54,243.151,121.63,167.16,20.162,132.250,127.162,252.63
176.112,4.179,98.189,46.240,28.243,84.191,236.90,245.84,40.43
153.85,59.126,8.71,120.183,225.40,80.62,112.216,245.142,193.2
7.220,53.230,176.86,123.100,4.122,121.76,216.69,41.162,120.109
0.158,18.243,113.13,162.82,141.187,165.6,244.207,79.220,214.230
